text,label
RT @USER: ما كفاية شتا يا اسكندرية يا حبيبتي خبر ايه,NOT
@USER<LF>صباحيه مباركه يا حمرا يا شرموطه <LF>يلي ديما من الأفارقة مزنوقه😂😂 URL,OFF
@USER @USER يا حبيبي يا سوار يا نور العين و في القوووووووووووول,NOT
@USER قول يا جامع يا رقيب ان شاء الله ح تلاقيها,NOT
اه يا حبيبة قلبي يا حب حياتي يا عشقي يا لي سكنتي قلبي وروحي ووجداني محال نبدلك بوحدة ثانية او نخونك همك هو همي فرحك فرحي والله ماراني نرقد نبات نفكر فيك مقلق عليك خايف النسمة تقيسك او الهواء يزعفك ربي يحفظك ويحميك يا عشق عمري يا نعمة ربي يا بلاااااااااادي. 🇩🇿<LF>اللهم احفظ الجزائر URL,NOT
To the dogs of Chelsea idiots criminalsهذا هو صلاح يا معذبهم يا صلاح انتم الارهابيين انتم العنصريين انتم المجرمين,OFF
#ماهو_افضل_لون_عندك يا أسود ياسواد الليل يا أسود ، يا لون المسك والعنبر 🎶🖤🖤🖤.,NOT
@USER صباح الخير يا ياسمينا يا احلي ما فينا و دايما بتصبحي علينا ربنا يخليكي لينا 🙌😉❤,NOT
@USER دبي هي الفيها تبطح يا متبطح يا قبيح، الجندي السوداني هو الرجل الوحيد الذي ثبت أمام الحوثي يا تافه، ولولاه لوصل الحوثي لدبي,OFF
هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت..,NOT
RT @USER: @USER الف مبرووووك يا ميرو يا رب دايما 😍,NOT
RT @USER: الليلة ود الأمين في القيادة ومن هسي يا تعتصموا انتو يا يعتصم هو .,NOT
RT @USER: يا هيك الرجال يا إما بلاش....🤣 URL,NOT
RT @USER: وحشاني عيونه السودا يا أبويا ومدوبني الحنين يا عين,NOT
مره واحد قال لي يا نموت رجال يا نعيش احرار <LF>اتلفته عشان ارد ليو لقيتو في ماليزيا 💔!؟ 🙃,NOT
يا رب يا رب ساعدني يا رب اقسم بالله فره زياده بحسابه ممكن افقد اعصابي URL,NOT
"يا شعُور رفض ينشرح يا غصّه عيت لاتروح "".",NOT
RT @USER: والله ياحليلك يالعميد يا مدرسة يا إتحاد أغنية للاتحاد URL,NOT
@USER كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>كذاب يا خدمي<LF>,OFF
نعم انني افتقدك يا جمال دنيتي هل يا ترى تعلمين ب مدى اشتياقي لك؟❤🌹✋,NOT
@USER لا تحمسيني يا غلا يا حلوه اروح اتابع كل مواسم عشان سواد عيونك اه URL,NOT
@USER يا شهد يا أم عين وعين من شافك طلّق الثنتين,NOT
والله ان شالله تشتى تلج برده طلعنا الصيفى وهنلبسه ، خشى يا بت يا سعدية البسى الشميز الاصفر URL,NOT
RT @USER: اللهم يا حنان يا منان يا عظيم يا قوى إحفظ بلادنا من كل سوء وجنبها الفتن اللهم احمها واحرسها بعينك التي لا تنام وإجعلها إلي يو...,NOT
@USER تقصد بكلمتك عندنا من هم ؟! نظام الحمدين يا مرتزق ؟! خسئت يا شرذمة يا مشرد و خاب املك,OFF
- يا بلدنا يا بلد، هو من أمتى الولد، بيخاف من أمه؟ لما في الضلمة تضمه؟<LF>- من يوم ما اتولد،، انت هتستعبط؟,NOT
اختبار يا قاتل يا مقتول 🙂💔 ؛ يارب اسألك النجاح,NOT
يا تخليك أد كلامك يا تخلي كلامك على أدك.,NOT
... ما ننساك مهما صرا<LF>يا اللي علمتينا الأسلوب<LF>يا المعلم بالفطرة<LF>يا فنان يا محبوب<LF>الظلمي الله يرحمو<LF>عشق الخضراء في دمو... URL,NOT
اللهم يا باسط اليدين بالعطايا يا مجيب دعوة الداع اذا دعاه يا حنان يا منان يا ارحم الراحمين اعطي #احمد_الكندري خير ما اعطيت به نبيك ، عطاءً ماله من نفاد عطاء عظيما من رب عظيم . اللهمّ أنزله منازل الصدّيقين والشّهداء وحسن أولئك رفيقا,NOT
سديت كل الطرق اللي تدخل الخنافس لغرفتي وابن نسوان لو تدخل علي يا ملعون يا اقذر مخلوقات الله,OFF
يا بداياتي و يا مسّك الختام .,NOT
كده مانشستر سيتي كسب أصعب ماتش في الـ٦ اللي فاضلين.. الماتش ده اصعب من توتنهام في الاتحاد ويونايتد في أولد ترافورد.. وخلي ليفربول مع نفسه مالناش دعوة.. المهم نكسب ماتشاتنا يا جوارديولا يا معلم يا كبير أوي,NOT
يا رب اختم يا رب اختم يا رب اختم💔🙏🏻,NOT
RT @USER: يا لطيفا بالبرايا يا كريم يا جواد هذه الدنيا بلايا فتن تدمي الفؤاد فاجعل يا ربي هواي تابعا لشرع الهاد واحفظ<LF>هذه البرايا من...,NOT
@USER @USER @USER @USER @USER @USER سيدي يا سيدي يا سيدي يا سيدي! 😍😘❤️♥️🤩,NOT
يا هيامي يا هيامي / اخ,NOT
RT @USER: بالنسبة لصورة الخطاب المكتوب ، لو كان حقيقي او كان مفبرك ، 🤬 وقوموا إلى ثورتكم يرحمكم الله ، يا جيل يا واعي يا شفت الاعتصام...,NOT
RT @USER: الحمد لله ❤️ يا رب يا كريم يا رحيم. يا واسع العطاء. شكراً يا رب. الحمد لله ..,NOT
@USER شن تقول انت وشن تهرس عطك مايهرس دمااغك في مهراس يا خامر يا بدوي تي برا من هنا يا كلب حفتر يا حقير برا,OFF
يا كثر الأزوال يا حبيبي .. لكن محدِن مثل زولك,NOT
@USER يا البى ال سعود يا زينهم يا ليت كل الحكام مثلهم كلنا نحبهم ومستحييييييييل يصير اللي ببالك يا عجوز قريح,OFF
(( الشرف والأدب ))<LF>جلس عمر بن عبد العزيز مع الحسن البصريّ، فقال له عمر: بمن أستعين على الحكم يا بصريّ؟، <LF>قال: يا أمير المؤمنين، أما أهل الدنيا فلا حاجة لك بهم، و أما أهل الدين فلا حاجة لهم بك، فتعجب عمر بن عبد العزيز و قال له: فبمن أستعين؟ قال: عليك بأهل الشرف,NOT
@USER شكراً يا عميد يا مونديالي يا عالمي يا فخر سدير وسكري القصيم وفارس الدهناء وقلعة الكؤوس,NOT
يا هوا يا هوا يللي طاير بالهوا ..في منتورة طاقة وصورة..<LF>خدني لعندن يا هوا,NOT
يا مكثرك فيني يا جعلك ما تقلّ 💞,NOT
@USER شاطر تتفاخر بالعرب انتم شو سويتوا للعرب غير السمعة السيئة انت اصلن عار على العرب يا حثالة يا متخلفين يا رعيان يا شعب الكبسة شاطرين بيع بترول واصرفوا على العالم لو فيكم خير على المصاري الي عندكم كان حكمتم العالم السعودية تخلف وفقر وقمع بتجيبوا,OFF
أمّي يا حبّاً أهواه يا قلباً أعشق دنياه يا شمساً تشرق في أفقي يا ورداً في العمر شذاه,NOT
RT @USER: يا نورس يا ابيض<LF>يا ابو قلب ابيض<LF>بحب البشر وبالخير بتنبض<LF>سحاب الشرور ..مكتف جناحك<LF>ودمع البحور ..مزود جراحك<LF>وفي عقل اسود...,NOT
RT @USER: يا الله يا فتاح يا رزاق يا كريم...افتح لنا مغاليق الاسباب والأبواب .. <LF>يا الله يسّر أمورنا ونوّر دروبنا وأدم علينا نعمك...,NOT
@USER @USER إجابتك كانت سببا في ذلك أخي، أنا أيضا حصل معي ننفس الشيء، كان عليك كتابة يا إما جاهل يا إما حاسد بدلا من ياجاهل ياحاسد,NOT
لحد ما اتفرج ع الحلقة يا سبويلرز يا ولاد الكلب 😅 URL,OFF
RT @USER: إنتظاري طال يا حلو التثني <LF>يا مليح الروح ما هذا التجني 💔 URL,NOT
RT @USER: @USER يا رب يا عزه يا رب<LF>😂😂😂😂😂😂,NOT
@USER يا صغيرة عالهم يا لوزا 😂😂,NOT
RT @USER: #نجوى_كرم رفضت تقعد ع كرستها خلال اطلاق عطرها لأنو في كتير من الحضور واقفين يا هيك الفنانين يا بلا URL,NOT
RT @USER: ود الامين قال يا تغنو انتو يا اغني انا ✋🏻ثلاثين سنه بغنو في راسنا اغاني كلها كلمات من كذب 💔الليله حنغني نحنا❤️ اغنيه الثو...,NOT
RT @USER: يا ريت تفهمي يا بهيمه .. URL,OFF
RT @USER: #اللهم يامسهل<LF> الشديد و يا ملين الحديد و يا منجز الوعيد <LF>و يا من هو كل يوم في أمر جديد أخرج اليمن وشعبها من حلق الضيق إلي أوسع...,NOT
@USER يا هلا يا هلا يا هلا يا علا,NOT
صح الشيطان خسيس أو ملعون ليش نتركله باب. ( ابعد يا شيطان ابعد يا شيطان ابعد يا شيطان. الشيطان كخه. ابعد),NOT
#الأهلي_بيرسبوليس <LF>يا عمرررري يا أبو خطّاب 💚 URL,NOT
@USER @USER الغريب يا شاعرنا أن الفلاح حين يبذر الحب ينشد : <LF>يا الله يا المعبود يا من رجيناه<LF>تغني طيور (ن) لم تبَرِّهْ عمالهْ<LF>فإذا استوت العذوق مكنها رجم بالمجرمة وتخويف بصوت المفقاع بكل قسوة !!!<LF>مسكينة العصافير الرقيقة تغني له,NOT
RT @USER: سقطت يا ابن الشكشوكه يا خول يا باطل يا لوطي انيك وشك العامل زي قنيطة الخنزير ... اهداء لمحبينا و اهداء خاااص لجرعه زايده😘,OFF
@USER يا مرحب يا غالي الله يسعد صباحك وحياتك,NOT
RT @USER: يا قمر الحلوين يا زهر بتشرين يا دهبي الغالي URL,NOT
وحوي يا وحوي اياحه<LF>روحت يا شعبان اياحه<LF>وحوينا الدار جيت يا رمضان<LF>وحوي يا وحوي اياحه<LF>هل هلالك و البدر اهو بان<LF>يالا الغفار<LF>شهر مبارك و بقاله زمان<LF>يالا الغفار<LF>هل هلالك و البدر اهوه بان<LF>يالا الغفار<LF>شهر مبارك و بقاله زمان<LF>يالا الغفار<LF>شهر مبارك و بقاله زمان<LF>محلا نهارك بالخير مليان<LF>🕺🕺,NOT
م الآخر حتى لو حسبنا ان 44% نزلوا (و ده مستحيل) و ان 88% قالوا نعم دول 39% من الناخبين. <LF>يعني 61% ما قالوش نعم و يا قاطعوا يا قالوا لا يا ابطلوا.<LF>احنا اكتر.,NOT
@USER يلا يا عسل يا سكر يا قمر جاوب معايا السؤال دا و انا هدعيلك دعوة حلوة 😂😂😂,NOT
RT @USER: وجدي كشريدا يا عبد الله يا جمعه، يا عبد الله يا جمعه وجدي كشريدا، وجدي كشريدا يا عبد الله يا جمعه، يا عبد الله يا جمعه وجدي...,NOT
يا لطيف يا أبو نورة يا لطيييف❤️❤️❤️ URL,NOT
@USER يا شريفه يا شريفه يا شريفه يا شريفه,OFF
يا انتمائي يا ولائي يا شموخي و كبريائي ✨,NOT
RT @USER: يا ضحكة أيامّي ، يا لون سمائي<LF>أحب فيك العمر و العمر أنت .,NOT
RT @USER: أما أنتم يا شبابنا، يا من شرفتم بسلوككم تاريخ بلادكم، الذين قتلوا في سبيل الله والذين دافعوا عن الإنسان، أنتم شرفنا، دماؤكم...,NOT
@USER يا هلي يا روح داري يا شموخي يا عُلُوّي يا بقائي <LF>يا إزدهاري أحبك ، الله يديمك ولا يحرمنا منك 🤴🏻♥️,NOT
أنا ما عندي حل وسط، يا أقرب كثير يا أبعد كثير ، يا أبقى اسولف وما أسكت يا أسكت وما أتكلم,NOT
بهرام ، يا درويش يا أبو كوزغون لاثالث لهم,NOT
{{ يا رؤوف يا رحيم يا رب العالمين }}<LF>وإنك قادر على كل شيء يا {{ رب }}<LF>اللهم لك الحمد دائماً مع دوامك <LF>ولَك الحمد باقياً مع بقائك <LF>ولَك الحمد خالداً مع خلودك <LF>ولَك الحمد كما ينبغي لكرم وجهك وعز جلالك يا ذَا الجلال والإكرام .....،<LF>ورحمة {{ الله }} وبركاته,NOT
يا راجل يا حمار هو عمك السيسي محتاج عياله يعملوله حاجة كلنا شعب مصر العظيم ( عدا الحمير الخونة اللي زيك طبعأ) كلنا ولاده وها نجيبه يحكم ويذل الخونة امثالك لغاية 2040 وبالامر وغصب عنه احنا عايزينه يا حمير يا زبالة يا ابناء جهاد النكاح. اخيييي طلعت حمار كبير مش راجل كبير اتفوووو ع URL,OFF
@USER انت الحلوة يا حبيبتي يا حلوتي يا سكرتي 🙄,NOT
حرام يا حليلك يا جمعان كسر خاطري #عندما_يكتمل_القمر,NOT
@USER الله عليك يا مدحت يا شاعر القرن 😃😃,NOT
@USER يا ابنى ابعد عنى يا ابنى,NOT
@USER @USER @USER كلامك هذا بله واشرب مويته ..<LF>كَبُرَتْ كَلِمَةً تَخْرُجُ مِنْ أَفْوَاهِهِمْ إِنْ يَقُولُونَ إِلاَّ كَذِبًا ﴾ [الكهف: 5].<LF> يا مؤمن يا ابن باز انت والنصح ذبحتنا بالنصح على اساس ما نعرف ان كلامك هذا ظاهر وباطنه قضيه سياسي,NOT
@USER وانتى طيبه يا فوفا يا قمر وحشانى أوى 😘💕,NOT
يا رب عفوك يا محلّ العفو . . وأنت المستعان<LF>عنّي على نفسي وساعدني في ردع شرورهآ.,NOT
هي دايما وحده من الثنتين يا مالي خلق يا مالي خلق غيرهم مستحيل,NOT
@USER يا هلاا يا هلا.. توووهق البطل😂😂💔💔,NOT
هاي يا غبيه يا غبيه يا بتتخوت URL,OFF
RT @USER: @USER الله يحفظك يا مصرية يا أصيلة يا بنت الكنانه🇪🇬🇪🇬 و يحفظ مصر و أهلها و مبروك عليكم هذا العرس الوطني دمتم بأل...,NOT
جووووووووووووووووووووووووول البرشا يا عيوني يا معذبهم ومعذبني يا مجننهم ومجنني يا مهبلهم ومهبلني<LF>إيجا هوني إيجا هوني متع عيوني 💙❤️,NOT
@USER وزعما يا أقصى اليمين يا أقصى الشمال مكايناش شي حاجة في المنتصف.<LF>انا مع مبدأ فصل السلط، يكون عندنا برلمان وقضاء مستقلين. ولكن فكرة ان الحاكم يكون غير صوري لا خاص يكون عندو سلطة مثل سلطة الرئيس. يعني القرارات المصيرية خاصها موافقة البرلمان. وم,NOT
يا قليل الحكـي يا سارق كل تفكيري💙,NOT
يا حبيبي يا بابا راغب شكرا لك على تفضيل تغريدتي انا فرحانه قويييييييييييي قويييييييييييي قويييييييييييي ❤️ انا بحبك قويييييييييييي قويييييييييييي قويييييييييييي يا احلى بابا يا حبيبي ربنا يطول في عمرك يا حياتي يا بابا راغب ❤️ ❤️ ❤️ 😘😘😘😘😘❤️😘😘😘 URL,NOT
@USER اذا جماعة الرئيس وجمهورو جماعة سماسرة وشتامين ومش مخليين حدا من شرن.. شو بدك العالم تسكت يا شحاطة يا عاق نفسياً وجسدياً؟,OFF
RT @USER: َ<LF>تأمّل ..<LF>َ<LF>يا حي يا قيوم وفِّقني ؛ يا كريم أكرمني ؛ يا رزّاق ارزقني ؛ يا رحمن ارحمني ؛ يا ذا الجلال والإكرام أسعدني ....,NOT
@USER لأجلك يا مدينة الصلاة أصلّي<LF>لأجلك يا بهيّة المساكن يا زهرة المدائن<LF>يا قدس يا مدينة الصلاة أصلّي<LF>عيوننا إليك ترحل كل يوم<LF>تدور في أروقة المعابد<LF>تعانق الكنائس القديمة<LF>وتمسح الحزن عن المساجد,NOT
والله شوفي القصمان يا كيوت يا يخوفون مافي نص — ثعابين URL,NOT
RT @USER: رفعت كفي نحو عطفك داعياً <LF>وعلمت أنك لا ترد دعائي <LF>يا قاضي الحاجات ، يا كاشف الكربات ، يا مجيب الدعوات ، يا غافر الزلات <LF>عافن...,NOT
@USER يا استاذ فيصل يا حبيب الكل... والله بحبك و بحترمك جداً و عمري مشككت في اي حاجة انت بتقولها بس كلمت حماس دي صعبة شوية و مش هنسدق اللعيبة دي خلاص خسرت طعطفنا و مش هنسدق كلمت لعيبة بتلعب بحماس,NOT
RT @USER: يارب يا إيشا يا اخويا 🤲🏻♥️ URL,NOT
"@USER @USER @USER ياحظكم ي أهل الديار الممطوره من قبل أسبوع ودياركم ماشاءالله كل يوم والأجواء ف دياركم والأمطار احسن من اليوم ألي قبله. الله يهنيكم ب امطاركم .. وحنا ندعو الله أن يسقينا الغيث عاجلا غير آجل ,, ولا يؤاخذنا بما فعل السفهاء منا ..",NOT
RT @USER: يا صبحَ الجنَّةِ يا أحبابْ:<LF>ها فُتِحَ القلبُ،<LF>ومفتاحُ البيتِ كما تدرونَ لأحبابي.<LF>أتركُهُ ساعاتِ غيابي<LF>تحتَ السَّجَّادةِ قربَ ا...,NOT
يا كلبوبات يا ولاد كوم شكاير النوتيلا,OFF
@USER @USER صباح الورد يا ابو مينا يا غالى<LF>🌹🌹🌹,NOT
@USER @USER يا عمري عليك يا فابري و الله ياخذ ساري و جورجينيو,NOT
"افرحي يا رضا عُمري افرحي يا هنا قلبّي,اليوم احتضن كتفك ثُوب تخرجك ورفعتي قبعتك تعبيراً لفرحك وفخرك بأنك أجمل خريجه,يارب يسهل لك اللي بقى ويجعل الفرحه تحتضن قلبك لاخر يوم انا جداً فخوره فيكِ يا خريجتٰـي الحلوهه 🎓🖤🖤.",NOT
فيه تعبير أمريكى بيقول:(Turn your worries into prayers)يعنى حول قلقك وشكوتك إلى دعاء.. ماتشتكيش لـ الخلق لكن لـ رب الخلق. دايماً الحل فى الدعاء، ومفيش دعاء مفيش بعده جبر.. رد ربنا على دعائنا بيكون حاجة من تلاتة: يا إستجابة.. يا إستجابة بس مش دلوقت يا بديل أفضل من اللى إنت عايزه,NOT
الله ياخذك يا كرواتي يا سباك عمر الهلال م كان ضايع كذا حتى لمن كانوا مدربين الأولمبي يدربوه.,OFF
RT @USER: اللّهم الطُف بِنا في قضائِكَ وقَدَرِكَ لُطْفاً يليقُ بِكَرَمِكَ يا أَكرَمَ الأَكرَمين، يا سمَيعَ الدُّعاء، يا ذا المَنِّ و...,NOT
RT @USER: طه يا طه ادلع يا طه 🔥💪<LF>عملاق حراسة مرمى الاهلى والمنتخب 💪👏 URL,NOT
RT @USER: حبيبي يا محمد تسلم يا صاحبي 💙 URL,NOT
@USER يا كوتش يا وحش من الاخر ايش الهرجه ؟؟,NOT
@USER اخزاك الله يا حشاش يا نسل ابو لهب وابي بن سلول ..اسال الله العظيم ان يجزيك عاقبة تدليسك ونفاقك ...نعوذ بالله من عمى البصيرة,OFF
لا انا بشرب من غير كلام عميق والقهوه المانو اللي هيا مش زياده ومش مظبوط حاجه تلخبط كده 😅 واعتقد بيضحكو علينا اما نطلبها لانها بتبقي يا زياده يا مظبوط 😅😅😅 URL,NOT
RT @USER: الله يبارك فيك يا شيخ علي يا حبيب الكل وهذا الإنجاز انتم أهم اسبابه URL,NOT
RT @USER: الشخص البارد مش بيحب اللي بيحب بيبقي قلبه قايد نار دايمآ يا من العشق يا الاشتياف يا الغيره انما البارد دا زي اللي بيرس...,NOT
@USER إنت يا حلمي و يا فوضى شعــــوري<LF>كيف أسولف فيك ساعدني و ربّك <LF>فيك تتكاثر احاسيسي و غـــروري <LF>ومعك أحب النّاس والدنيا وأحبّك,NOT
#يا_وطني_السودان. انا بفخر بيك يا وطني زيك مالقيت يا وطني.<LF>في وجودي احبك وفي غيابي يا وطني يا بلد أحبابي تحية من كل قلبي لي كل الشعب السوداني الغربة حالت بيننا يا وطني ولاكن الروح دوما معاك وطني الحبيب ❤️❤️❤️ URL,NOT
RT @USER: يا ضحكة قلبّي وأغلى محبيني يا بسمةَ صبّاحيْ يا كل شيء أحبهْ🕊️💛. <LF>#قروب_المغرد_العماني,NOT
RT @USER: يا مساء الحب يا ساكن ،،بجوفي<LF>يا الوحيد ،اللي ،،ملازمني.. غلاك <LF>مسكنك بالقلب ي احلى ،،ضيوفي<LF>والله يسعدلي، وجودك ،،مع م...,NOT
@USER الله عليكي الله يا بنت مصر يا مقاتله يا شريفه,NOT
@USER @USER هي أكثر شهرة من هذا الشكوى على الله الشهرة اليوم لتجار الدين من ناحية ومن ناحية آخرى سمية وأخواتها .<LF>لا يوجد وسطية يا كذا يا كذا الدنيا فيها خلل ما,OFF
يا أمل يا عمر ضايع .. يا بقايا ذكريات,NOT
يا عنيا يا قلبي جرا ايية 💔💔😍الدنيا إحلوت كداا ليية🌸🌸💄💙,NOT
@USER تفو يا زوامل يا فساد يا فروخ القحبة,OFF
@USER يا صباح الجمال يا ماجد 🙏🏼🌹<LF>شكرا للطفك وثقتك ☀️,NOT
@USER بتهدو فى الكيان و بتتبها بفنلتة مش عارف اقول اية عليكم انتم مثل القاتل الذى يمشى فى جنازة القتيل اةة يا شوية مصلحجية اتفوووووووووووووووووووووووووو عليكم وعلى الى مشغلكم يا واطين يا ولاد 60 فى 70,OFF
@USER @USER @USER اخرس يا عبد ال سلول يا مطبل هل رأيت وشاهدت بأم عينك كما اطلعنا المغرد ابن البلد وشاهد عيان لما يجري من مصائب واحداث ام انك فقط تطبل للباطل وتضحك على نفسك ياابو امن وامان 😂😂,OFF
الوراثة عند الاجانب بتكون بالعيون او بالملامح لكن عندنا يا سكر يا ضغط يا صلعة يا غباء.,NOT
@USER يا بوثلاثه يا بوثلاثه سر الليل يا بوثلاثه😂😂😂😂😂😂😂,NOT
RT @USER: انت ايه يا اخي انت ايه يا ميسي دا ايه دا يا جدع .,NOT
RT @USER: يا عمري بس يا #الهلال هذا اللي أقدر أقوله 💙💙<LF>#الاهلي_الهلال <LF>#البطوله_العربيه,NOT
انا يا اكمل حياتي يا اكمل دراستي الاثنين مع بعض ماقدر.,NOT
@USER امين يا مجهول يا رقم ٣ بتمني💞😂😂,NOT
"RT @USER: يا صاحبي الاحب يا صاحبي الي ما يتعوض كل عام وانتِ تشاركيني أيامي وتملينها فرحه ورضا,كل عام وانتي صاحبتي وأختي للأبد ميلاد الهنا...",NOT
RT @USER: يا سها يا قلبي ربنا يخليكي يارب بحبك جدا يستي والله 😘😘⁦❤️⁩⁦❤️⁩ URL,NOT
@USER علي الطلاق لو ما جيش السودان حامي طيزك يا خلفان الكلب.. لكان الحوثي راكبك صباح وليل يا كلب الملوك يا اجرب يا منيوك ...<LF>نساء السودان اشرف من امك يا ابن الخادم,OFF
يا ذيب جيت أشكيلك الحال يا ذيب<LF>جيتك وانـــــا يا ذيب نفسي عليله<LF>مقبل عليك ومرتجي منك ترحيب<LF>ودّي بقربك فوق راس الطويـــله URL,NOT
RT @USER: ظبي اليمن يا حلاه.. يا روح من يهواك<LF>حاولت انساك لكن ما استطعت انساك<LF>انساك كيف والحشا.. يا فاتني مرعاك❤️,NOT
@USER عندك حاجات تانيه نفروض تقلق عليها وارمي عنك توب الوطنيه ده لانو ما لايق عليك يا كوز يا ارزقي ... لانو راجيك بل البل يا بلال,OFF
يا سااااااتر يا ثقة لاعبين أجاكس !!!! جوا منطقة جزاء اليوفي كعب يوصل للاعب مواجه للمرمى بدل ما يسدد يمررها للاعب ثاني متمركز صح و يسدد تطلع ركنية !! يخرب بيتهم مع ان أغلبهم صغار,OFF
يا أقصي يا مجروح<LF>ترخص الك الروح<LF>#معركة_الكرامة٢<LF> URL,NOT
أكبر تشريف للرياضة والرياضيين، طلّتك يا سيدي، حي هالشوف يا ابو فهد 🇸🇦💚<LF>#كاس_خادم_الحرمين_الشريفين URL,NOT
صباح الخير أو مساء الخير ........ <LF>كَالفرح ٌكالشوق<LF>كَالموسيقى أنـتِ قهوتي<LF>(( صباحكم أو مسائكم ) نور على نور يا : يا من تقرأ لي الآن URL,NOT
@USER @USER الحساب الخاين على فكرة فرعونكم هو بايع وطنه و باع ١٦٠٠مترًمن سيناء و لسة هيبيع لصالح الصهاينة هو صهيونى خاين و انتم زيه بالضبط خونة و بايعين لوطنهم ما انتم عبيده بقى انا لا أتشرف انا اتعامل مع العبيد امثالكم يا حساب يا خاين و كل,OFF
"اللهم يا مسهل الشديد,و يا ملين الحديد,و يا منجز الوعيد,و يا من هو كل يوم في أمر جديد, أخرجني من حلق الضيق إلى أوسع الطريق",NOT
اللهم يا مسهل الشديد و يا ملين الحديد و يا منجز الوعيد و يا من هو كل يوم في أمر جديد أخرجني من حلق الضيق إلى أوسع الطريق,NOT
@USER أخي يا عزوتي، يا ضحكتي وبكاي، يا من على فزعتي يمينه في يمناي، مَن لي سواك اللي على أكتافه أرتكي، أنت العضيد اللي أشد فيك الظهر يا أخي. URL,NOT
RT @USER: @USER انشالله يا رب يا سالي يا غالية هههههههه اذا سالي تريد ارجع مثل الأول انتي تامرين علية الطلاق غدوة ارجع مثل ما عرفوني...,NOT
يارب في يوم الجمعه يا كريم يا رحمن يا رحيم يا عزيز يا جبار يا ودود يا رزاق يا وهاب يا بصير يا سميع أسأل الله رب العرش العظيم ان يشفي(جدة وتين) شفاء لا يغادر سقما اللهم اجعل العافيه والراحه تسري بجسدها ويقومها بالسلامه يارب ويخليها لأحبابها يارب ويحفظها ولا يوريهم فيها مكروه💗,NOT
@USER @USER @USER هلا انت عشان تشرح وجهة نظرك طبعا لازم تهاجم المسيحية يا مسكين يا تابع محمد و عمر بن الخطاب و ابو لهب 😂😂😂 بتوقع كنت يا زبالة الاسلام تشرح بدون ما تهاجم. كلمة زيادة لأمسح الارض فيم و في الي بتتبعه. اشرح بأدب يلا اقلب,OFF
RT @USER: @USER يا عطرالشّوق، يا شهد وذوق، يا نور الشّمس، يا صوت الهمس، يسعد صباحك.<LF>اي غير اني ما احجي URL,NOT
RT @USER: ياهلي يانصف ربعي ياخديني <LF>يامواني غربتي ياروح داري<LF>ياشموخي يا إنكشافي يادفيني<LF>يا علوّي يا بقائي يا إنحداري <LF>يابداياتي يا م...,NOT
يا أبن ميتين الكلب يا كوفي انت و إبراهيم صلاح ، يا شوية علوق URL,OFF
امشي زيد حد يخرجله يدبلموه اعطيه يا بدري اعطيه يا بدري اضرب يا بدري اليييييه ❤ URL,NOT
RT @USER: يا كافيني عن النّاس يا كلّ الناس بعيوني ❤️.,NOT
@USER الف مليووون سلامه عليك يا حريف يا لعيب يا خلوووق والله بنحبك وزعلنا علي اصابتك اكتر من فرحتنا بالفوز كلنا عارفين انت بتحب الزمالك اد ايه واحنا كمان بنحبك اوي,NOT
@USER و لزمته ايه القلب يا أختي يا كبيرة يا محترمة😂..قلبي غضبان عليكي و الله من يومها طول حياتك سوسة و أروبة و عايزة تخلصي مني😞,NOT
"RT @USER: جالس أسمع أحمد قاسم يغني: ""أحبك من كل قلبي يا بلادي يا يمن"". حتى أنا والله أحب اليمن من كل قلبي أحب بلادي من طرفها لطرفها ""ب...",NOT
@USER @USER خليك في بن سلمان اللي فاشخكم و مغلي عليكم كل حاجه و بيصرف فلوس السعوديه علي ترامب و عيلته زي اللطخ، يا لطخ يا جعر يا شوال.,OFF
يا ظِلّي يا داري ، يا أجمّل أفكَاري,NOT
RT @USER: @USER 😆واحنا بنعمل ايه من سنين؟؟ يا تعبنا يا شقانا لسة ضايع هدر😢,NOT
يا ليلى يا عينى يا ليلى ياااااااااالييييل,NOT
RT @USER: كدا يا عمر متزعلهاش يا حبيبي 😂 URL,NOT
RT @USER: لهم منا الولاء والتضحية والسمع والعرفان<LF>وعهود أجدادنا وآبائنا نصدق ونوفيها <LF>ويا راس العز يا تاج الفخر والحق يا سلمان<LF>لكم س...,NOT
RT @USER: @USER امين يا رب وياكي يا اغلى جنى 😚😚😚😚,NOT
RT @USER: يا سينجل يا وحيد يا كئيب يا كئيب يا كئيب . URL,NOT
فالحسن لا بعدك ولا قبلك يا روحي يا روحي كملت أوصافك يا يا روحي.💜,NOT
RT @USER: نفس الفكرة يا هتلر يا اخويا بس انا صحيت لقيت نفسي واخد بلوك😂😂😂 URL,NOT
